Time (s),Pack Voltage (V),Cell 1 Voltage (V),Cell 2 Voltage (V),Cell 3 Voltage (V),Cell 4 Voltage (V),Tap 1S Cumulative Voltage (V),Tap 2S Cumulative Voltage (V),Tap 3S Cumulative Voltage (V),Tap 4S Cumulative Voltage (V),Current (A),Temperature (°C)
0.67,13.0953,3.3912,3.4209,3.4052,3.4305,3.3912,6.8121,10.2173,13.6478,0.0559,17.72
1.19,13.1321,3.2780,3.2926,3.3292,3.1955,3.2780,6.5706,9.8998,13.0953,8.3709,20.67
1.67,13.1137,3.3272,3.2434,3.3430,3.2186,3.3272,6.5706,9.9136,13.1321,8.2963,19.20
2.18,13.0953,3.3272,3.2434,3.3292,3.2140,3.3272,6.5706,9.8998,13.1137,8.1472,21.66
2.67,13.0953,3.2977,3.2730,3.3292,3.1955,3.2977,6.5706,9.8998,13.0953,8.1472,19.69
3.16,13.0953,3.3321,3.2302,3.3237,3.2093,3.3321,6.5623,9.8860,13.0953,8.1472,18.70
3.66,13.0953,3.2927,3.2696,3.3375,3.1955,3.2927,6.5623,9.8998,13.0953,8.2963,19.69
4.18,13.0953,3.2927,3.2529,3.3403,3.2093,3.2927,6.5456,9.8860,13.0953,8.1472,17.72
4.67,13.0769,3.2730,3.2809,3.3320,3.2093,3.2730,6.5540,9.8860,13.0953,8.1472,19.20
5.19,13.0953,3.3026,3.2514,3.3182,3.2047,3.3026,6.5540,9.8722,13.0769,8.2218,20.18
5.69,13.0769,3.2829,3.2711,3.3182,3.2231,3.2829,6.5540,9.8722,13.0953,7.9980,17.23
6.16,13.0769,3.2829,3.2627,3.3403,3.1909,3.2829,6.5456,9.8860,13.0769,8.0726,21.16
6.68,13.0585,3.2878,3.2495,3.3487,3.1909,3.2878,6.5373,9.8860,13.0769,8.0726,16.73
7.18,13.0953,3.2977,3.2646,3.3099,3.1863,3.2977,6.5623,9.8722,13.0585,8.0726,15.75
7.68,13.0769,3.2927,3.2446,3.3349,3.2231,3.2927,6.5373,9.8722,13.0953,8.2963,18.21
8.19,13.0585,3.2927,3.2529,3.3127,3.2185,3.2927,6.5456,9.8583,13.0769,8.2963,21.66
8.68,13.0400,3.2927,3.2529,3.3265,3.1863,3.2927,6.5456,9.8722,13.0585,8.0726,19.69
9.17,13.0585,3.2878,3.2495,3.3349,3.1679,3.2878,6.5373,9.8722,13.0400,8.1472,19.69
9.66,13.0585,3.2829,3.2544,3.3072,3.2139,3.2829,6.5373,9.8445,13.0585,8.1472,16.73
10.18,13.0400,3.3026,3.2347,3.3210,3.2001,3.3026,6.5373,9.8583,13.0585,8.0726,15.26
10.66,13.0585,3.3026,3.2431,3.2989,3.1955,3.3026,6.5456,9.8445,13.0400,8.1472,16.73
11.16,13.0400,3.3026,3.2347,3.2934,3.2277,3.3026,6.5373,9.8307,13.0585,8.2218,17.23
11.67,13.0585,3.2977,3.2396,3.2934,3.2093,3.2977,6.5373,9.8307,13.0400,8.1472,25.10
12.16,13.0400,3.2878,3.2412,3.3156,3.2139,3.2878,6.5290,9.8445,13.0585,8.0726,14.77
12.66,13.0400,3.2878,3.2412,3.3018,3.2093,3.2878,6.5290,9.8307,13.0400,8.2218,23.62
13.16,13.0585,3.2878,3.2328,3.3239,3.1955,3.2878,6.5206,9.8445,13.0400,8.2218,22.15
13.68,13.0216,3.2878,3.2328,3.3101,3.2277,3.2878,6.5206,9.8307,13.0585,8.1472,19.20
14.18,13.0216,3.2829,3.2461,3.3018,3.1909,3.2829,6.5290,9.8307,13.0216,8.1472,18.21
14.67,13.0216,3.2829,3.2378,3.3377,3.1633,3.2829,6.5206,9.8583,13.0216,8.1472,19.20
15.18,13.0216,3.2927,3.2279,3.3101,3.1909,3.2927,6.5206,9.8307,13.0216,8.1472,18.70
15.68,13.0216,3.2829,3.2461,3.3156,3.1771,3.2829,6.5290,9.8445,13.0216,8.1472,18.21
16.16,13.0216,3.2829,3.2378,3.3101,3.1909,3.2829,6.5206,9.8307,13.0216,8.0726,18.70
16.67,13.0032,3.2780,3.2427,3.3101,3.1909,3.2780,6.5206,9.8307,13.0216,8.1472,19.20
17.19,13.0032,3.2534,3.2590,3.3046,3.1863,3.2534,6.5123,9.8169,13.0032,8.0726,18.70
17.67,12.9848,3.2878,3.2328,3.3101,3.1725,3.2878,6.5206,9.8307,13.0032,8.0726,21.16
18.16,13.0400,3.2583,3.2540,3.3046,3.1679,3.2583,6.5123,9.8169,12.9848,8.0726,17.72
18.68,13.0032,3.2730,3.2393,3.3046,3.2231,3.2730,6.5123,9.8169,13.0400,8.1472,18.70
19.17,13.0032,3.2977,3.2147,3.3046,3.1863,3.2977,6.5123,9.8169,13.0032,8.2218,18.70
19.68,12.9848,3.2730,3.2393,3.3046,3.1863,3.2730,6.5123,9.8169,13.0032,8.0726,20.67
20.16,12.9848,3.2583,3.2540,3.3322,3.1403,3.2583,6.5123,9.8445,12.9848,8.0726,20.67
20.67,12.9664,3.2878,3.2245,3.3046,3.1679,3.2878,6.5123,9.8169,12.9848,8.0726,18.70
21.16,12.9848,3.2583,3.2457,3.3129,3.1495,3.2583,6.5040,9.8169,12.9664,7.9980,21.16
21.68,12.9848,3.2435,3.2605,3.3129,3.1679,3.2435,6.5040,9.8169,12.9848,8.1472,18.21
22.18,12.9848,3.2730,3.2309,3.3129,3.1679,3.2730,6.5040,9.8169,12.9848,8.2218,18.70
22.68,12.9848,3.2435,3.2521,3.3075,3.1817,3.2435,6.4957,9.8031,12.9848,8.0726,18.21
23.18,12.9848,3.2878,3.2162,3.2991,3.1817,3.2878,6.5040,9.8031,12.9848,8.1472,17.72
23.68,12.9664,3.3026,3.2097,3.2908,3.1817,3.3026,6.5123,9.8031,12.9848,8.0726,19.69
24.18,12.9848,3.2829,3.2378,3.2825,3.1633,3.2829,6.5206,9.8031,12.9664,8.1472,16.73
24.66,12.9664,3.2632,3.2408,3.2991,3.1817,3.2632,6.5040,9.8031,12.9848,7.9980,22.15
25.16,13.0032,3.2681,3.2275,3.3075,3.1633,3.2681,6.4957,9.8031,12.9664,8.2218,18.70
25.66,12.9664,3.2681,3.2359,3.2991,3.2001,3.2681,6.5040,9.8031,13.0032,8.1472,20.18
26.16,12.9848,3.2681,3.2275,3.2936,3.1771,3.2681,6.4957,9.7893,12.9664,7.9235,16.73
26.67,12.9480,3.2681,3.2359,3.2991,3.1817,3.2681,6.5040,9.8031,12.9848,8.0726,21.16
27.18,12.9664,3.2681,3.2192,3.3158,3.1448,3.2681,6.4873,9.8031,12.9480,8.0726,20.67
27.67,12.9664,3.2681,3.2192,3.3158,3.1633,3.2681,6.4873,9.8031,12.9664,8.0726,20.67
28.16,12.9664,3.2681,3.2359,3.2715,3.1909,3.2681,6.5040,9.7755,12.9664,8.0726,21.16
28.67,12.9664,3.2632,3.2408,3.2853,3.1771,3.2632,6.5040,9.7893,12.9664,8.1472,16.24
29.18,12.9664,3.2730,3.2226,3.2660,3.2047,3.2730,6.4957,9.7617,12.9664,8.1472,19.69
29.66,12.9480,3.2681,3.2359,3.2577,3.2047,3.2681,6.5040,9.7617,12.9664,8.0726,21.66
30.16,12.9480,3.2583,3.2457,3.2715,3.1725,3.2583,6.5040,9.7755,12.9480,8.0726,16.73
30.66,12.9480,3.2730,3.2143,3.2744,3.1863,3.2730,6.4873,9.7617,12.9480,8.0726,18.21
31.18,12.9480,3.2534,3.2340,3.2882,3.1725,3.2534,6.4873,9.7755,12.9480,8.1472,17.23
31.67,12.9480,3.2730,3.2143,3.2882,3.1725,3.2730,6.4873,9.7755,12.9480,8.0726,15.26
32.17,12.9295,3.2583,3.2207,3.2965,3.1725,3.2583,6.4790,9.7755,12.9480,7.9980,15.26
32.68,12.9480,3.2583,3.2291,3.2882,3.1540,3.2583,6.4873,9.7755,12.9295,7.9980,15.26
33.16,12.9480,3.2583,3.2207,3.2965,3.1725,3.2583,6.4790,9.7755,12.9480,7.9980,18.21
33.66,12.9295,3.2583,3.2207,3.2827,3.1863,3.2583,6.4790,9.7617,12.9480,8.0726,18.70
34.18,12.9295,3.2583,3.2207,3.2827,3.1678,3.2583,6.4790,9.7617,12.9295,8.0726,19.20
34.67,12.8927,3.2583,3.2124,3.3048,3.1540,3.2583,6.4707,9.7755,12.9295,8.0726,17.72
35.16,12.9295,3.2583,3.2124,3.3048,3.1172,3.2583,6.4707,9.7755,12.8927,8.0726,17.72
35.68,12.9111,3.2534,3.2173,3.2910,3.1678,3.2534,6.4707,9.7617,12.9295,7.9980,19.20
36.16,12.9295,3.2435,3.2188,3.2993,3.1494,3.2435,6.4624,9.7617,12.9111,8.1472,17.72
36.66,12.9480,3.2534,3.2173,3.2910,3.1678,3.2534,6.4707,9.7617,12.9295,8.0726,20.18
37.16,12.9111,3.2534,3.2256,3.2827,3.1863,3.2534,6.4790,9.7617,12.9480,8.0726,22.64
37.68,12.9295,3.2337,3.2287,3.2993,3.1494,3.2337,6.4624,9.7617,12.9111,8.0726,20.67
38.18,12.9111,3.2681,3.2026,3.2772,3.1817,3.2681,6.4707,9.7479,12.9295,8.0726,19.69
38.68,12.9111,3.2287,3.2419,3.2772,3.1632,3.2287,6.4707,9.7479,12.9111,8.0726,19.20
39.16,12.9111,3.2337,3.2287,3.2855,3.1632,3.2337,6.4624,9.7479,12.9111,8.1472,19.20
39.67,12.8927,3.2337,3.2287,3.2993,3.1494,3.2337,6.4624,9.7617,12.9111,8.1472,17.72
40.18,12.8927,3.2189,3.2434,3.2855,3.1448,3.2189,6.4624,9.7479,12.8927,7.9235,20.67
40.66,12.8927,3.2484,3.2139,3.2855,3.1448,3.2484,6.4624,9.7479,12.8927,7.9980,18.21
41.16,12.9111,3.2189,3.2434,3.2855,3.1448,3.2189,6.4624,9.7479,12.8927,7.9980,17.72
41.67,12.8927,3.2484,3.2139,3.2717,3.1770,3.2484,6.4624,9.7341,12.9111,7.9980,20.67
42.18,12.9111,3.2337,3.2287,3.2855,3.1448,3.2337,6.4624,9.7479,12.8927,8.1472,21.66
42.66,12.8927,3.2534,3.2256,3.2551,3.1770,3.2534,6.4790,9.7341,12.9111,7.9235,18.70
43.17,12.8927,3.2583,3.2041,3.2717,3.1586,3.2583,6.4624,9.7341,12.8927,7.9235,20.67
43.66,12.8927,3.2287,3.2169,3.2746,3.1724,3.2287,6.4457,9.7203,12.8927,8.0726,19.20
44.17,12.8927,3.2484,3.1973,3.2884,3.1586,3.2484,6.4457,9.7341,12.8927,8.0726,18.70
44.67,12.8927,3.2484,3.2139,3.2717,3.1586,3.2484,6.4624,9.7341,12.8927,8.1472,18.21
45.18,12.8927,3.2337,3.2120,3.2884,3.1586,3.2337,6.4457,9.7341,12.8927,7.9980,17.72
45.68,12.8927,3.2238,3.2302,3.2801,3.1586,3.2238,6.4540,9.7341,12.8927,7.9235,17.23
46.17,12.8927,3.2583,3.2041,3.2717,3.1586,3.2583,6.4624,9.7341,12.8927,8.1472,18.21
46.68,12.8927,3.2337,3.2204,3.2801,3.1586,3.2337,6.4540,9.7341,12.8927,7.9980,20.18
47.16,12.8743,3.2435,3.2105,3.2801,3.1586,3.2435,6.4540,9.7341,12.8927,8.0726,16.73
47.66,12.8743,3.2435,3.2188,3.2579,3.1540,3.2435,6.4624,9.7203,12.8743,8.1472,18.70
48.16,12.8927,3.2435,3.2188,3.2579,3.1540,3.2435,6.4624,9.7203,12.8743,8.1472,16.73
48.66,12.8927,3.2386,3.2154,3.2801,3.1586,3.2386,6.4540,9.7341,12.8927,8.1472,19.69
49.16,12.8743,3.2386,3.2154,3.2663,3.1724,3.2386,6.4540,9.7203,12.8927,8.0726,16.73
49.66,12.8927,3.2386,3.1988,3.2829,3.1540,3.2386,6.4374,9.7203,12.8743,7.9235,17.23
50.17,12.8743,3.2386,3.2154,3.2524,3.1862,3.2386,6.4540,9.7065,12.8927,8.1472,21.66
50.66,12.8743,3.2386,3.1988,3.2829,3.1540,3.2386,6.4374,9.7203,12.8743,8.0726,19.20
51.16,12.8743,3.2386,3.2154,3.2524,3.1678,3.2386,6.4540,9.7065,12.8743,8.0726,21.66
51.66,12.8559,3.2386,3.2071,3.2608,3.1678,3.2386,6.4457,9.7065,12.8743,8.1472,18.70
52.16,12.8743,3.2189,3.2185,3.2829,3.1356,3.2189,6.4374,9.7203,12.8559,8.0726,22.15
52.66,12.8743,3.2287,3.2086,3.2967,3.1402,3.2287,6.4374,9.7341,12.8743,7.9980,22.15
53.16,12.8559,3.2337,3.2037,3.2829,3.1540,3.2337,6.4374,9.7203,12.8743,8.0726,18.21
53.66,12.8743,3.2484,3.1889,3.2691,3.1494,3.2484,6.4374,9.7065,12.8559,8.0726,18.70
54.16,12.8559,3.2287,3.2169,3.2470,3.1816,3.2287,6.4457,9.6927,12.8743,7.9980,14.27
54.68,12.8559,3.2189,3.2185,3.2829,3.1356,3.2189,6.4374,9.7203,12.8559,7.9980,17.72
55.16,12.8559,3.2287,3.2003,3.2774,3.1494,3.2287,6.4290,9.7065,12.8559,8.0726,18.70
55.68,12.8559,3.2337,3.2037,3.2829,3.1356,3.2337,6.4374,9.7203,12.8559,8.0726,13.29
56.18,12.8559,3.2337,3.1954,3.2774,3.1494,3.2337,6.4290,9.7065,12.8559,7.9980,14.77
56.68,12.8559,3.2337,3.1954,3.2636,3.1632,3.2337,6.4290,9.6927,12.8559,7.9980,16.24
57.16,12.8374,3.2337,3.1954,3.2774,3.1494,3.2337,6.4290,9.7065,12.8559,7.9980,13.78
57.67,12.8374,3.2337,3.2037,3.2691,3.1310,3.2337,6.4374,9.7065,12.8374,8.0726,18.70
58.16,12.8559,3.2287,3.2003,3.2774,3.1310,3.2287,6.4290,9.7065,12.8374,8.0726,15.26
58.66,12.8190,3.2287,3.2003,3.2636,3.1632,3.2287,6.4290,9.6927,12.8559,7.9980,18.21
59.17,12.8743,3.2287,3.2003,3.2774,3.1126,3.2287,6.4290,9.7065,12.8190,8.0726,17.23
59.67,12.8374,3.2337,3.1954,3.2636,3.1816,3.2337,6.4290,9.6927,12.8743,7.9980,17.23
60.16,12.8374,3.2287,3.2003,3.2636,3.1448,3.2287,6.4290,9.6927,12.8374,8.0726,18.70
60.66,12.8374,3.2287,3.1920,3.2858,3.1310,3.2287,6.4207,9.7065,12.8374,8.0726,17.72
61.16,12.8190,3.2484,3.1806,3.2498,3.1586,3.2484,6.4290,9.6789,12.8374,7.9980,18.21
61.67,12.8190,3.2140,3.2067,3.2719,3.1264,3.2140,6.4207,9.6927,12.8190,7.9980,16.73
62.16,12.8374,3.2337,3.1954,3.2636,3.1264,3.2337,6.4290,9.6927,12.8190,7.9235,18.70
62.66,12.8190,3.2484,3.1723,3.2719,3.1448,3.2484,6.4207,9.6927,12.8374,7.9980,18.21
63.16,12.8006,3.2041,3.2166,3.2719,3.1264,3.2041,6.4207,9.6927,12.8190,7.9980,18.21
63.66,12.8374,3.2041,3.2166,3.2581,3.1218,3.2041,6.4207,9.6789,12.8006,8.0726,20.67
64.17,12.8006,3.2238,3.1969,3.2719,3.1448,3.2238,6.4207,9.6927,12.8374,7.9980,21.16
64.65,12.8190,3.2238,3.1969,3.2581,3.1218,3.2238,6.4207,9.6789,12.8006,7.9235,19.69
65.15,12.8190,3.2238,3.1969,3.2581,3.1402,3.2238,6.4207,9.6789,12.8190,7.9235,16.24
65.67,12.8190,3.2140,3.2067,3.2719,3.1264,3.2140,6.4207,9.6927,12.8190,7.9235,19.20
66.18,12.8190,3.2041,3.2166,3.2581,3.1402,3.2041,6.4207,9.6789,12.8190,7.9980,19.20
66.66,12.7822,3.2386,3.1821,3.2719,3.1264,3.2386,6.4207,9.6927,12.8190,8.0726,19.69
67.17,12.8190,3.1992,3.2132,3.2665,3.1033,3.1992,6.4124,9.6789,12.7822,8.0726,18.21
67.65,12.8374,3.2189,3.2018,3.2719,3.1264,3.2189,6.4207,9.6927,12.8190,7.8489,19.20
68.17,12.8190,3.2583,3.1624,3.2443,3.1724,3.2583,6.4207,9.6650,12.8374,8.0726,18.21
68.67,12.8190,3.2386,3.1738,3.2527,3.1540,3.2386,6.4124,9.6650,12.8190,7.9980,18.70
69.17,12.8006,3.2337,3.1870,3.2581,3.1402,3.2337,6.4207,9.6789,12.8190,8.1472,17.72
69.68,12.8190,3.2337,3.1870,3.2581,3.1218,3.2337,6.4207,9.6789,12.8006,8.0726,18.21
70.16,12.8190,3.1992,3.2048,3.2610,3.1540,3.1992,6.4041,9.6650,12.8190,7.9980,18.21
70.67,12.7822,3.2041,3.1916,3.2693,3.1540,3.2041,6.3957,9.6650,12.8190,7.9235,19.20
71.17,12.8006,3.2091,3.2033,3.2665,3.1033,3.2091,6.4124,9.6789,12.7822,7.9980,18.70
71.65,12.8006,3.2534,3.1674,3.2443,3.1356,3.2534,6.4207,9.6650,12.8006,8.1472,22.15
72.16,12.8006,3.2041,3.1916,3.2693,3.1356,3.2041,6.3957,9.6650,12.8006,7.8489,16.73
72.68,12.7822,3.2140,3.1984,3.2527,3.1356,3.2140,6.4124,9.6650,12.8006,8.0726,25.10
73.16,12.8190,3.2189,3.1852,3.2610,3.1171,3.2189,6.4041,9.6650,12.7822,7.9235,17.72
73.66,12.8190,3.2140,3.2067,3.2305,3.1678,3.2140,6.4207,9.6512,12.8190,8.1472,16.24
74.16,12.7822,3.2140,3.1984,3.2389,3.1678,3.2140,6.4124,9.6512,12.8190,8.1472,20.67
74.66,12.8006,3.2140,3.1984,3.2527,3.1171,3.2140,6.4124,9.6650,12.7822,7.9235,17.23
75.15,12.7822,3.2140,3.1817,3.2693,3.1356,3.2140,6.3957,9.6650,12.8006,7.9980,16.73
75.66,12.8006,3.2140,3.1901,3.2610,3.1171,3.2140,6.4041,9.6650,12.7822,7.9235,16.24
76.16,12.8006,3.2189,3.1935,3.2389,3.1494,3.2189,6.4124,9.6512,12.8006,8.0726,24.12
76.66,12.7822,3.2091,3.1867,3.2831,3.1218,3.2091,6.3957,9.6789,12.8006,7.9980,20.18
77.15,12.7822,3.2091,3.1950,3.2610,3.1171,3.2091,6.4041,9.6650,12.7822,8.0726,18.70
77.67,12.7822,3.2041,3.1916,3.2417,3.1448,3.2041,6.3957,9.6374,12.7822,7.9980,24.12
78.18,12.7822,3.2140,3.1901,3.2472,3.1310,3.2140,6.4041,9.6512,12.7822,7.9235,16.73
78.68,12.7638,3.2091,3.1950,3.2334,3.1448,3.2091,6.4041,9.6374,12.7822,7.9235,17.23
79.18,12.7822,3.2091,3.1867,3.2693,3.0987,3.2091,6.3957,9.6650,12.7638,7.9980,18.70
79.68,12.7638,3.2091,3.1867,3.2417,3.1448,3.2091,6.3957,9.6374,12.7822,7.9980,23.13
80.18,12.7454,3.2091,3.1867,3.2555,3.1125,3.2091,6.3957,9.6512,12.7638,7.9980,17.72
80.66,12.7638,3.2091,3.1867,3.2693,3.0803,3.2091,6.3957,9.6650,12.7454,8.0726,18.21
81.17,12.7638,3.2091,3.1783,3.2500,3.1263,3.2091,6.3874,9.6374,12.7638,7.9980,18.21
81.67,12.7638,3.2238,3.1719,3.2417,3.1263,3.2238,6.3957,9.6374,12.7638,7.9980,18.21
82.15,12.7638,3.1992,3.1965,3.2555,3.1125,3.1992,6.3957,9.6512,12.7638,7.9235,20.18
82.67,12.7454,3.1943,3.2014,3.2417,3.1263,3.1943,6.3957,9.6374,12.7638,7.9235,19.69
83.16,12.7822,3.1795,3.2162,3.2417,3.1079,3.1795,6.3957,9.6374,12.7454,7.9980,17.23
83.66,12.8006,3.2287,3.1587,3.2638,3.1310,3.2287,6.3874,9.6512,12.7822,8.0726,20.67
84.17,12.7822,3.2189,3.1685,3.2638,3.1494,3.2189,6.3874,9.6512,12.8006,7.9980,19.20
84.67,12.7454,3.2287,3.1587,3.2500,3.1448,3.2287,6.3874,9.6374,12.7822,8.0726,18.21
85.16,12.7638,3.1746,3.2128,3.2500,3.1079,3.1746,6.3874,9.6374,12.7454,8.0726,17.72
85.67,12.7638,3.2140,3.1734,3.2638,3.1125,3.2140,6.3874,9.6512,12.7638,7.9980,19.69
86.18,12.7454,3.2091,3.1783,3.2362,3.1402,3.2091,6.3874,9.6236,12.7638,7.9980,20.67
86.68,12.7454,3.1943,3.1931,3.2500,3.1079,3.1943,6.3874,9.6374,12.7454,7.9235,18.21
87.15,12.7454,3.1845,3.1946,3.2584,3.1079,3.1845,6.3791,9.6374,12.7454,8.0726,18.70
87.68,12.7638,3.2140,3.1734,3.2362,3.1217,3.2140,6.3874,9.6236,12.7454,8.0726,18.21
88.18,12.7454,3.2091,3.1783,3.2362,3.1402,3.2091,6.3874,9.6236,12.7638,7.9980,17.72
88.68,12.7454,3.2238,3.1636,3.2362,3.1217,3.2238,6.3874,9.6236,12.7454,7.9980,18.21
89.16,12.7454,3.1894,3.1814,3.2529,3.1217,3.1894,6.3707,9.6236,12.7454,7.8489,20.67
89.67,12.7454,3.2041,3.1833,3.2500,3.1079,3.2041,6.3874,9.6374,12.7454,7.9980,22.64
90.17,12.7638,3.1943,3.1848,3.2446,3.1217,3.1943,6.3791,9.6236,12.7454,7.9235,18.70
90.68,12.7269,3.2091,3.1700,3.2584,3.1263,3.2091,6.3791,9.6374,12.7638,8.0726,19.69
91.17,12.7454,3.1992,3.1715,3.2529,3.1033,3.1992,6.3707,9.6236,12.7269,7.9235,17.72
91.67,12.7454,3.1992,3.1882,3.2362,3.1217,3.1992,6.3874,9.6236,12.7454,8.0726,22.15
92.16,12.7269,3.1992,3.1799,3.2446,3.1217,3.1992,6.3791,9.6236,12.7454,8.0726,21.16
92.67,12.7269,3.1992,3.1715,3.2529,3.1033,3.1992,6.3707,9.6236,12.7269,7.9235,13.29
93.16,12.7269,3.1992,3.1799,3.2307,3.1171,3.1992,6.3791,9.6098,12.7269,7.9980,18.21
93.67,12.7269,3.1992,3.1799,3.2584,3.0895,3.1992,6.3791,9.6374,12.7269,7.8489,19.20
94.16,12.7454,3.1992,3.1715,3.2667,3.0895,3.1992,6.3707,9.6374,12.7269,7.9235,20.67
94.66,12.7454,3.1992,3.1715,3.2529,3.1217,3.1992,6.3707,9.6236,12.7454,7.9980,15.26
95.16,12.7454,3.1992,3.1799,3.2307,3.1355,3.1992,6.3791,9.6098,12.7454,7.9980,21.66
95.67,12.7269,3.1598,3.2109,3.2529,3.1217,3.1598,6.3707,9.6236,12.7454,7.9235,20.18
96.16,12.7269,3.2041,3.1749,3.2169,3.1309,3.2041,6.3791,9.5960,12.7269,7.9980,25.10
96.66,12.7269,3.1943,3.1764,3.2391,3.1171,3.1943,6.3707,9.6098,12.7269,7.8489,20.67
97.16,12.7269,3.1845,3.1863,3.2529,3.1033,3.1845,6.3707,9.6236,12.7269,8.0726,19.69
97.66,12.7269,3.1943,3.1764,3.2529,3.1033,3.1943,6.3707,9.6236,12.7269,8.0726,18.21
98.15,12.7269,3.1943,3.1681,3.2474,3.1171,3.1943,6.3624,9.6098,12.7269,7.9235,15.26
98.68,12.7454,3.1894,3.1730,3.2474,3.1171,3.1894,6.3624,9.6098,12.7269,7.9980,19.20
99.18,12.7454,3.1943,3.1764,3.2253,3.1493,3.1943,6.3707,9.5960,12.7454,8.0726,22.15
99.67,12.7269,3.1943,3.1764,3.2391,3.1355,3.1943,6.3707,9.6098,12.7454,7.9235,17.72
100.15,12.7269,3.1943,3.1764,3.2391,3.1171,3.1943,6.3707,9.6098,12.7269,7.9235,18.70
100.65,12.7454,3.1943,3.1764,3.2391,3.1171,3.1943,6.3707,9.6098,12.7269,7.9980,18.21
101.16,12.6717,3.2041,3.1583,3.2336,3.1493,3.2041,6.3624,9.5960,12.7454,7.9235,17.72
101.66,12.7085,3.1697,3.1927,3.2474,3.0619,3.1697,6.3624,9.6098,12.6717,7.9235,17.72
102.16,12.7269,3.1894,3.1730,3.2474,3.0987,3.1894,6.3624,9.6098,12.7085,7.9980,20.18
102.65,12.6901,3.1795,3.1829,3.2474,3.1171,3.1795,6.3624,9.6098,12.7269,7.9980,19.20
103.18,12.7085,3.1746,3.1878,3.2474,3.0803,3.1746,6.3624,9.6098,12.6901,7.9980,19.69
103.68,12.7085,3.1943,3.1681,3.2336,3.1125,3.1943,6.3624,9.5960,12.7085,7.9980,17.72
104.16,12.7085,3.1795,3.1829,3.2336,3.1125,3.1795,6.3624,9.5960,12.7085,7.9980,20.18
104.66,12.6901,3.1795,3.1829,3.2336,3.1125,3.1795,6.3624,9.5960,12.7085,7.9235,18.21
105.17,12.7085,3.1549,3.2075,3.2474,3.0803,3.1549,6.3624,9.6098,12.6901,7.9235,19.20
105.65,12.6901,3.1992,3.1549,3.2281,3.1263,3.1992,6.3541,9.5822,12.7085,7.9235,21.66
106.15,12.7085,3.1795,3.1829,3.2336,3.0941,3.1795,6.3624,9.5960,12.6901,7.9980,18.21
106.67,12.7085,3.1648,3.1893,3.2419,3.1125,3.1648,6.3541,9.5960,12.7085,7.8489,19.20
107.18,12.7085,3.1894,3.1564,3.2502,3.1125,3.1894,6.3458,9.5960,12.7085,7.8489,18.70
107.66,12.7085,3.1598,3.1859,3.2502,3.1125,3.1598,6.3458,9.5960,12.7085,7.8489,17.72
108.17,12.6901,3.2041,3.1583,3.2336,3.1125,3.2041,6.3624,9.5960,12.7085,7.9980,18.21
108.67,12.7085,3.1746,3.1795,3.2419,3.0941,3.1746,6.3541,9.5960,12.6901,7.9235,17.23
109.17,12.7085,3.2041,3.1583,3.2198,3.1263,3.2041,6.3624,9.5822,12.7085,7.9980,18.70
109.67,12.6901,3.2041,3.1499,3.2419,3.1125,3.2041,6.3541,9.5960,12.7085,7.9980,22.64
110.17,12.6901,3.1795,3.1662,3.2502,3.0941,3.1795,6.3458,9.5960,12.6901,7.9980,20.67
110.66,12.6717,3.1845,3.1696,3.2419,3.0941,3.1845,6.3541,9.5960,12.6901,7.8489,15.26
111.18,12.6901,3.1845,3.1696,3.2281,3.0895,3.1845,6.3541,9.5822,12.6717,7.9235,16.73
111.66,12.6901,3.1795,3.1746,3.2281,3.1079,3.1795,6.3541,9.5822,12.6901,8.0726,20.67
112.15,12.6901,3.1845,3.1613,3.2364,3.1079,3.1845,6.3458,9.5822,12.6901,7.8489,20.67
112.66,12.6717,3.1795,3.1746,3.2281,3.1079,3.1795,6.3541,9.5822,12.6901,7.9235,18.70
113.16,12.6901,3.1845,3.1613,3.2502,3.0757,3.1845,6.3458,9.5960,12.6717,7.8489,22.15
113.67,12.6901,3.1845,3.1613,3.2364,3.1079,3.1845,6.3458,9.5822,12.6901,7.9980,18.70
114.16,12.6901,3.1845,3.1613,3.2502,3.0941,3.1845,6.3458,9.5960,12.6901,7.9980,22.15
114.65,12.6901,3.1746,3.1712,3.2364,3.1079,3.1746,6.3458,9.5822,12.6901,7.9235,21.66
115.16,12.6717,3.1697,3.1761,3.2502,3.0941,3.1697,6.3458,9.5960,12.6901,7.9235,19.20
115.66,12.6717,3.1697,3.1677,3.2448,3.0895,3.1697,6.3374,9.5822,12.6717,7.9980,14.27
116.16,12.6717,3.1795,3.1662,3.2364,3.0895,3.1795,6.3458,9.5822,12.6717,8.0726,18.21
116.66,12.6717,3.1795,3.1579,3.2448,3.0895,3.1795,6.3374,9.5822,12.6717,7.9235,21.66
117.17,12.6533,3.1795,3.1662,3.2364,3.0895,3.1795,6.3458,9.5822,12.6717,7.8489,18.21
117.66,12.6717,3.1795,3.1579,3.2448,3.0711,3.1795,6.3374,9.5822,12.6533,7.9235,18.21
118.15,12.6901,3.1795,3.1579,3.2310,3.1033,3.1795,6.3374,9.5684,12.6717,7.9980,17.72
118.66,12.6717,3.1795,3.1579,3.2448,3.1079,3.1795,6.3374,9.5822,12.6901,7.9980,22.15
119.15,12.6901,3.1795,3.1662,3.2364,3.0895,3.1795,6.3458,9.5822,12.6717,7.8489,19.20
